               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 132,            0.018686,            0.018199,                   0,             0.84022,                0.78,             0.79958,             0.54911,            0.022577,            0.018547,                   0,            0.005677,            0.005677,            0.005677
                 133,            0.017618,            0.017592,                   0,             0.84156,                0.78,             0.80693,             0.57573,            0.021662,            0.018202,                   0,            0.005644,            0.005644,            0.005644
                 134,            0.017239,            0.018005,                   0,             0.81622,             0.79945,             0.82699,             0.59631,            0.021423,            0.017007,                   0,            0.005611,            0.005611,            0.005611
                 135,            0.017807,            0.017516,                   0,             0.79851,                 0.8,             0.82586,             0.59816,            0.022898,            0.016699,                   0,            0.005578,            0.005578,            0.005578
                 136,            0.017913,            0.017245,                   0,             0.80968,                0.78,             0.82143,             0.58928,            0.022276,            0.017191,                   0,            0.005545,            0.005545,            0.005545
                 137,            0.017736,            0.017536,                   0,             0.80323,                0.78,             0.81856,                0.57,            0.022285,            0.017591,                   0,            0.005512,            0.005512,            0.005512
                 138,            0.017471,             0.01685,                   0,             0.79984,             0.79923,             0.79674,             0.54119,            0.023302,            0.018328,                   0,            0.005479,            0.005479,            0.005479
                 139,            0.016952,            0.016649,                   0,             0.80297,                0.78,             0.79505,             0.54962,            0.023419,            0.018697,                   0,            0.005446,            0.005446,            0.005446
                 140,            0.016856,            0.017967,                   0,             0.84644,                 0.8,             0.80004,             0.56121,            0.022323,            0.017362,                   0,            0.005413,            0.005413,            0.005413
                 141,            0.017991,            0.016519,                   0,             0.84895,                 0.8,             0.78484,             0.57386,            0.023062,            0.018371,                   0,             0.00538,             0.00538,             0.00538
                 142,             0.01682,            0.016903,                   0,             0.86147,                 0.8,             0.78757,             0.57698,            0.022734,            0.018972,                   0,            0.005347,            0.005347,            0.005347
                 143,            0.016699,            0.016467,                   0,             0.86168,                 0.8,             0.76589,             0.54083,            0.022896,            0.019453,                   0,            0.005314,            0.005314,            0.005314
                 144,            0.016534,            0.017063,                   0,             0.86196,                0.78,             0.77272,             0.55019,            0.022477,            0.018389,                   0,            0.005281,            0.005281,            0.005281
                 145,            0.016388,            0.016577,                   0,             0.84445,                0.78,             0.79215,             0.55362,            0.022101,            0.017452,                   0,            0.005248,            0.005248,            0.005248
                 146,            0.016864,            0.017831,                   0,             0.79851,                 0.8,             0.80866,             0.55602,            0.022793,            0.017174,                   0,            0.005215,            0.005215,            0.005215
                 147,            0.016513,            0.015778,                   0,             0.83324,             0.79948,             0.80776,             0.54228,            0.022592,            0.017194,                   0,            0.005182,            0.005182,            0.005182
                 148,            0.016548,            0.017672,                   0,             0.82792,                0.78,             0.81833,             0.55975,            0.023054,            0.017745,                   0,            0.005149,            0.005149,            0.005149
                 149,            0.016247,            0.016658,                   0,             0.82639,                0.78,             0.82876,             0.57035,            0.022991,            0.018081,                   0,            0.005116,            0.005116,            0.005116
                 150,            0.017123,            0.016656,                   0,              0.8394,                0.78,             0.80578,             0.56121,             0.02304,            0.019243,                   0,            0.005083,            0.005083,            0.005083
                 151,            0.016158,            0.016432,                   0,             0.84001,                0.78,             0.79969,             0.54917,            0.023613,             0.01943,                   0,             0.00505,             0.00505,             0.00505
                 152,              0.0161,            0.015431,                   0,             0.82463,                0.78,             0.80979,             0.56062,            0.023334,            0.019016,                   0,            0.005017,            0.005017,            0.005017
                 153,            0.017135,               0.017,                   0,             0.82049,                0.76,             0.82882,             0.56583,            0.023517,            0.018585,                   0,            0.004984,            0.004984,            0.004984
                 154,            0.016148,            0.015765,                   0,             0.80607,                0.84,             0.85038,             0.59649,            0.022957,            0.017843,                   0,            0.004951,            0.004951,            0.004951
                 155,            0.016523,            0.016958,                   0,             0.80674,                0.84,             0.83927,              0.5947,            0.023898,            0.018737,                   0,            0.004918,            0.004918,            0.004918
                 156,            0.016598,             0.01642,                   0,             0.84883,              0.7862,             0.83058,             0.58353,            0.022971,            0.019034,                   0,            0.004885,            0.004885,            0.004885
                 157,            0.015548,            0.015515,                   0,             0.81335,                 0.8,             0.81364,             0.57225,            0.023133,            0.019377,                   0,            0.004852,            0.004852,            0.004852
                 158,            0.015476,            0.015043,                   0,             0.84545,                 0.8,             0.82956,             0.57691,             0.02274,            0.018886,                   0,            0.004819,            0.004819,            0.004819
                 159,             0.01607,            0.015843,                   0,             0.76445,                0.86,             0.82404,             0.56745,            0.022527,            0.018425,                   0,            0.004786,            0.004786,            0.004786
                 160,            0.016317,            0.015812,                   0,             0.81972,              0.8185,             0.81511,             0.58126,            0.021714,            0.018488,                   0,            0.004753,            0.004753,            0.004753
                 161,            0.014895,            0.017185,                   0,              0.8197,             0.81838,              0.8187,             0.58285,            0.021948,            0.018228,                   0,             0.00472,             0.00472,             0.00472
                 162,            0.016599,            0.015596,                   0,             0.79038,                0.84,             0.81458,             0.58356,            0.021558,            0.018101,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.016926,            0.016262,                   0,             0.83599,             0.81563,             0.81046,             0.59525,             0.02181,            0.018263,                   0,            0.004654,            0.004654,            0.004654
                 164,            0.016444,            0.016195,                   0,             0.83471,                0.82,             0.81117,             0.59589,            0.022027,            0.018452,                   0,            0.004621,            0.004621,            0.004621
                 165,            0.015782,            0.015908,                   0,             0.85039,                0.82,             0.82442,             0.60751,            0.022511,             0.01881,                   0,            0.004588,            0.004588,            0.004588
                 166,            0.015508,            0.015767,                   0,             0.83178,                0.82,             0.81326,             0.57755,            0.022656,            0.019434,                   0,            0.004555,            0.004555,            0.004555
                 167,            0.015789,            0.015923,                   0,             0.81395,                0.82,             0.82959,             0.58334,            0.022835,            0.019261,                   0,            0.004522,            0.004522,            0.004522
                 168,            0.016959,            0.016783,                   0,             0.86311,                0.78,             0.81267,             0.56291,            0.022807,            0.019206,                   0,            0.004489,            0.004489,            0.004489
                 169,            0.014838,            0.015105,                   0,             0.86062,                 0.8,             0.81386,             0.56902,            0.023097,            0.019506,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.016044,            0.015791,                   0,             0.85082,              0.7985,             0.80706,             0.56728,            0.023188,            0.019879,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.014198,            0.014704,                   0,              0.8504,             0.79592,             0.81597,             0.57375,            0.023022,            0.020372,                   0,             0.00439,             0.00439,             0.00439
                 172,            0.015826,            0.015698,                   0,             0.87572,                0.76,              0.7951,             0.56295,             0.02286,            0.020565,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.016142,            0.016125,                   0,             0.80823,                0.78,             0.80066,             0.57327,            0.022279,            0.020324,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.016459,            0.016801,                   0,             0.77534,                0.78,             0.79649,             0.56669,            0.022426,            0.020046,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.016314,            0.015252,                   0,              0.7887,                0.78,             0.79749,             0.56389,            0.022399,            0.019499,                   0,            0.004258,            0.004258,            0.004258
                 176,            0.015773,            0.015661,                   0,             0.81597,             0.79812,             0.80544,             0.56831,            0.023002,            0.018875,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.015331,            0.016109,                   0,             0.80884,                0.78,             0.82261,             0.57339,            0.022816,            0.019052,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.016133,            0.017009,                   0,             0.80939,                0.78,             0.79273,             0.55296,            0.022556,            0.019679,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.016279,             0.01514,                   0,              0.8082,                0.78,             0.78175,              0.5472,            0.022124,              0.0205,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.016228,            0.016036,                   0,             0.80722,                0.78,             0.79002,              0.5551,            0.021714,            0.020427,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.015442,            0.014487,                   0,             0.82676,                0.78,             0.79437,             0.55567,            0.021991,            0.020161,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.014221,            0.015857,                   0,             0.84761,             0.77872,             0.80392,             0.57563,            0.022147,            0.020274,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.014317,            0.015144,                   0,             0.84625,                 0.8,             0.81025,             0.58765,            0.022245,            0.020074,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.014908,            0.015533,                   0,             0.81418,                 0.8,             0.81886,             0.58753,             0.02211,            0.020054,                   0,            0.003961,            0.003961,            0.003961
                 185,             0.01476,            0.015932,                   0,             0.79128,                 0.8,             0.80791,             0.58194,            0.022187,            0.020894,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.014414,            0.016152,                   0,             0.78365,             0.79691,             0.79591,             0.56764,            0.022684,            0.021835,                   0,            0.003895,            0.003895,            0.003895
                 187,             0.01511,            0.014731,                   0,             0.84066,             0.73865,             0.80674,             0.58127,            0.022941,              0.0217,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.014844,             0.01574,                   0,             0.82548,                0.72,              0.8065,             0.58984,            0.022552,            0.021874,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.014974,            0.015793,                   0,             0.80327,                0.78,             0.81028,             0.58023,            0.022606,            0.020445,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.014442,            0.015438,                   0,             0.83744,                0.76,             0.81031,             0.59122,            0.021951,            0.019573,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.014285,            0.015316,                   0,             0.79707,                 0.8,             0.79443,             0.56747,            0.021591,            0.019577,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.014987,            0.015498,                   0,             0.79726,                 0.8,             0.80274,             0.58105,            0.022077,             0.02033,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.013941,            0.014479,                   0,             0.80442,                0.78,             0.79079,             0.57704,             0.02248,               0.021,                   0,            0.003664,            0.003664,            0.003664
                 194,            0.014271,            0.015037,                   0,             0.77221,                0.82,             0.78528,             0.57044,            0.022872,            0.021242,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.014668,            0.015248,                   0,              0.7883,             0.81921,             0.79733,             0.57174,            0.023063,            0.020917,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.015193,            0.015748,                   0,             0.81031,                 0.8,             0.80854,              0.5774,            0.023239,             0.02083,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.014913,             0.01526,                   0,              0.8313,                 0.8,             0.81234,             0.57725,            0.022889,            0.020013,                   0,            0.003532,            0.003532,            0.003532
                 198,             0.01401,            0.014965,                   0,             0.83648,                0.82,             0.80309,             0.57731,            0.022622,             0.01989,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.014445,             0.01442,                   0,              0.8187,                0.82,              0.7952,             0.58172,            0.023017,            0.020166,                   0,            0.003466,            0.003466,            0.003466
                 200,            0.014638,            0.014784,                   0,             0.78701,                0.82,              0.8026,             0.57061,            0.023173,            0.020817,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.014136,            0.014848,                   0,             0.83644,                0.76,             0.78237,             0.55638,            0.023335,            0.021285,                   0,              0.0034,              0.0034,              0.0034
                 202,             0.01437,            0.015137,                   0,             0.83395,                0.76,             0.78715,             0.56152,            0.023052,            0.021743,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.014774,            0.014235,                   0,             0.81031,                0.78,             0.77568,             0.55205,            0.022806,            0.021968,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.013837,            0.014833,                   0,             0.81628,             0.79976,             0.78661,             0.56989,            0.022479,             0.02123,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.014856,            0.015391,                   0,             0.78528,                0.82,             0.78912,             0.57609,            0.022558,            0.020669,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.014808,            0.014711,                   0,             0.81981,             0.81895,             0.79428,             0.58402,            0.022529,             0.02077,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.014291,            0.014198,                   0,             0.81674,                0.82,             0.79959,             0.59055,            0.022421,            0.020789,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.014741,              0.0148,                   0,             0.82833,                 0.8,             0.80491,             0.59439,            0.022653,            0.020963,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.014242,            0.013462,                   0,             0.84777,                0.78,             0.80722,             0.59093,            0.023142,             0.02111,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.014007,            0.014273,                   0,             0.84733,             0.77708,             0.80184,              0.5859,            0.023191,            0.020738,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.014234,            0.014206,                   0,             0.82571,                0.78,             0.79884,             0.58591,            0.023381,            0.020833,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.014992,            0.015187,                   0,             0.80274,             0.81396,             0.79413,             0.57794,            0.023315,            0.020831,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.013486,            0.013987,                   0,             0.82514,                0.78,             0.79396,             0.57602,             0.02335,            0.020868,                   0,            0.003004,            0.003004,            0.003004
                 214,             0.01344,            0.015091,                   0,             0.83428,                 0.8,              0.7949,             0.57338,            0.023717,            0.021035,                   0,            0.002971,            0.002971,            0.002971
                 215,            0.013717,            0.014642,                   0,             0.84801,                 0.8,             0.80095,             0.56903,            0.023379,            0.020579,                   0,            0.002938,            0.002938,            0.002938
                 216,            0.013253,            0.013939,                   0,             0.83611,                0.82,             0.80243,              0.5678,            0.022675,            0.019814,                   0,            0.002905,            0.002905,            0.002905
                 217,             0.01338,            0.014824,                   0,             0.83651,             0.81867,             0.80796,              0.5798,            0.022522,             0.01971,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.013677,            0.014709,                   0,             0.83089,                 0.8,             0.79714,             0.57803,            0.022837,            0.019956,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.014167,            0.014268,                   0,             0.83623,             0.81702,             0.78323,             0.57493,            0.022811,            0.020417,                   0,            0.002806,            0.002806,            0.002806
                 220,            0.013948,            0.014126,                   0,             0.83642,             0.81818,             0.77604,             0.55359,            0.022817,            0.020944,                   0,            0.002773,            0.002773,            0.002773
                 221,            0.013297,            0.014513,                   0,             0.81983,             0.81907,             0.78762,             0.56173,            0.022876,            0.021331,                   0,             0.00274,             0.00274,             0.00274
                 222,            0.013299,            0.014499,                   0,             0.83187,                 0.8,             0.79226,             0.56635,            0.022576,            0.021351,                   0,            0.002707,            0.002707,            0.002707
                 223,            0.013266,            0.013708,                   0,             0.85035,             0.79557,             0.80563,             0.59113,            0.022409,            0.021234,                   0,            0.002674,            0.002674,            0.002674
                 224,             0.01297,            0.013899,                   0,             0.79754,                0.82,             0.81197,             0.59519,             0.02273,            0.021443,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.013862,            0.013837,                   0,             0.81896,             0.81432,             0.82178,             0.58509,            0.023595,            0.021298,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.013785,            0.014054,                   0,             0.83613,             0.81642,             0.82023,             0.58291,            0.023555,            0.021179,                   0,            0.002575,            0.002575,            0.002575
                 227,            0.013556,            0.013593,                   0,             0.84748,                 0.8,             0.82013,             0.57596,            0.023366,            0.021397,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.012843,            0.013658,                   0,             0.83651,              0.8187,             0.81724,             0.57875,            0.023255,            0.021386,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.013507,             0.01467,                   0,             0.83651,              0.8187,             0.82453,             0.57944,            0.023369,            0.021284,                   0,            0.002476,            0.002476,            0.002476
                 230,             0.01376,             0.01308,                   0,             0.83002,                0.82,             0.83377,             0.59316,            0.023096,            0.021019,                   0,            0.002443,            0.002443,            0.002443
                 231,            0.013363,            0.014052,                   0,             0.83557,                0.82,             0.83066,             0.58975,            0.023018,            0.021181,                   0,             0.00241,             0.00241,             0.00241
                 232,            0.013932,            0.014825,                   0,             0.83548,                0.82,             0.82574,             0.60685,            0.022616,            0.021261,                   0,            0.002377,            0.002377,            0.002377
                 233,            0.013377,            0.013168,                   0,              0.8341,                0.82,             0.82701,             0.60288,            0.022516,            0.021252,                   0,            0.002344,            0.002344,            0.002344
                 234,            0.014658,            0.014654,                   0,             0.83336,                0.82,             0.82284,             0.59821,            0.022367,            0.021265,                   0,            0.002311,            0.002311,            0.002311
                 235,             0.01355,            0.014188,                   0,             0.81802,                0.82,             0.80659,             0.58362,            0.022337,            0.021214,                   0,            0.002278,            0.002278,            0.002278
                 236,             0.01314,            0.013977,                   0,             0.81664,                0.82,             0.79966,             0.58789,            0.021907,            0.021107,                   0,            0.002245,            0.002245,            0.002245
                 237,            0.013262,            0.013192,                   0,             0.83353,                0.82,             0.80212,             0.58216,            0.022367,            0.021463,                   0,            0.002212,            0.002212,            0.002212
                 238,            0.013128,            0.014056,                   0,             0.81778,                0.82,             0.80346,             0.58595,             0.02262,              0.0218,                   0,            0.002179,            0.002179,            0.002179
                 239,            0.014036,            0.013871,                   0,             0.81824,                0.82,             0.80596,              0.5918,            0.023052,            0.021786,                   0,            0.002146,            0.002146,            0.002146
                 240,            0.012975,            0.013597,                   0,              0.8178,                0.82,             0.81414,             0.59408,            0.023322,            0.021737,                   0,            0.002113,            0.002113,            0.002113
                 241,            0.012938,            0.015327,                   0,              0.8196,             0.81784,             0.81607,             0.59414,            0.023061,            0.021501,                   0,             0.00208,             0.00208,             0.00208
                 242,            0.013513,            0.013947,                   0,             0.85052,                 0.8,              0.8122,             0.59161,            0.022544,            0.021217,                   0,            0.002047,            0.002047,            0.002047
                 243,            0.012936,            0.012805,                   0,             0.84988,                 0.8,             0.80932,              0.5865,            0.022826,            0.021164,                   0,            0.002014,            0.002014,            0.002014
                 244,            0.012932,            0.012825,                   0,             0.84996,                 0.8,             0.80428,             0.59269,            0.022686,            0.021242,                   0,            0.001981,            0.001981,            0.001981
                 245,            0.013189,            0.013993,                   0,             0.85103,             0.79978,              0.8049,             0.59865,            0.022808,            0.021411,                   0,            0.001948,            0.001948,            0.001948
                 246,            0.012822,            0.012824,                   0,             0.83643,             0.81821,             0.79758,             0.58679,             0.02266,            0.021528,                   0,            0.001915,            0.001915,            0.001915
                 247,            0.013274,            0.013874,                   0,             0.83651,              0.8187,             0.79471,             0.57916,            0.023027,            0.021687,                   0,            0.001882,            0.001882,            0.001882
                 248,            0.012355,            0.013258,                   0,             0.83642,             0.81815,             0.80118,             0.58844,            0.023019,            0.021623,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.013262,            0.013349,                   0,             0.81713,                0.82,              0.7983,             0.58786,            0.023119,            0.021663,                   0,            0.001816,            0.001816,            0.001816
                 250,             0.01317,            0.013996,                   0,             0.81613,                0.82,             0.80061,             0.58322,            0.023259,            0.021724,                   0,            0.001783,            0.001783,            0.001783
                 251,             0.01264,             0.01318,                   0,             0.81482,                0.82,             0.80531,             0.58564,            0.023214,            0.021692,                   0,             0.00175,             0.00175,             0.00175
                 252,            0.013136,            0.012924,                   0,             0.81611,             0.79888,             0.80858,             0.59817,             0.02337,            0.021626,                   0,            0.001717,            0.001717,            0.001717
                 253,            0.012428,            0.014065,                   0,             0.86595,             0.77525,             0.81853,             0.60561,            0.023178,            0.021434,                   0,            0.001684,            0.001684,            0.001684
                 254,            0.012908,            0.013493,                   0,             0.86393,                0.78,             0.82045,             0.60493,            0.023069,            0.021237,                   0,            0.001651,            0.001651,            0.001651
                 255,            0.012763,              0.0131,                   0,             0.85052,                 0.8,             0.81728,             0.59999,            0.023217,            0.021204,                   0,            0.001618,            0.001618,            0.001618
                 256,            0.012124,            0.013406,                   0,             0.85064,                 0.8,             0.80927,             0.59352,            0.023482,            0.021392,                   0,            0.001585,            0.001585,            0.001585
                 257,            0.013385,            0.013056,                   0,             0.85103,             0.79982,              0.8037,             0.59457,             0.02346,            0.021503,                   0,            0.001552,            0.001552,            0.001552
                 258,             0.01292,            0.013506,                   0,              0.8363,             0.81743,             0.80254,             0.58776,            0.023211,            0.021373,                   0,            0.001519,            0.001519,            0.001519
                 259,            0.011875,            0.013518,                   0,             0.81997,             0.81984,             0.79273,             0.57551,            0.023098,              0.0215,                   0,            0.001486,            0.001486,            0.001486
                 260,            0.012604,            0.012865,                   0,             0.81952,              0.8174,             0.79099,             0.58022,            0.022925,            0.021548,                   0,            0.001453,            0.001453,            0.001453
                 261,            0.012405,            0.013679,                   0,             0.83641,              0.8181,             0.79278,             0.57585,            0.022908,            0.021412,                   0,             0.00142,             0.00142,             0.00142
                 262,            0.012538,            0.014012,                   0,             0.83662,             0.81932,             0.80254,             0.58628,            0.022925,            0.021402,                   0,            0.001387,            0.001387,            0.001387
                 263,            0.013277,            0.012904,                   0,             0.83523,                0.82,             0.80296,              0.5877,            0.023037,            0.021455,                   0,            0.001354,            0.001354,            0.001354
                 264,            0.012457,            0.012136,                   0,             0.83548,                0.82,             0.80176,             0.58362,            0.023045,            0.021453,                   0,            0.001321,            0.001321,            0.001321
                 265,            0.012224,             0.01231,                   0,             0.83634,                0.82,             0.79378,             0.57637,            0.023293,            0.021408,                   0,            0.001288,            0.001288,            0.001288
